author_id;id;text
14594813;1420704860886949890;"Brasil atropela Japão no primeiro set do vôlei feminino #JogosOlímpicos #Tokyo2020

https://t.co/0sww8r28NQ https://t.co/2Gy0APzG7u"
14594813;1420704855971270657;"Vinicius Lanza não avança nas eliminatórias dos 100 m borboleta em Tóquio-2020 #JogosOlímpicos #Tokyo2020

https://t.co/5qCTprz5u9"
14594813;1420703408793833473;Brasil é ouro na Olimpíada, não a de Tóquio, mas a de Física https://t.co/kPCVfPx7Ya
14594813;1420703156124672001;Facebook cria serviço para igrejas transmitirem cultos e pedirem doações https://t.co/09Ot2EBLno
14594813;1420702906462920704;"Bronze de Mayra Aguiar é 24ª medalha olímpica do judô brasileiro; relembre vencedores https://t.co/LN17ml7mI5"
14594813;1420702007984332800;"Estreante em Olimpíadas, o nadador brasileiro Matheus Gonche não se classificou nas eliminatórias do 100 m borboleta nos Jogos Tóquio-2020  #JogosOlímpicos #Tokyo2020

https://t.co/sHggydva8L"
14594813;1420698965184585739;"Rebeca busca primeira medalha para ginástica feminina do Brasil; vai começar a disputa do individual-geral  #JogosOlímpicos #Tokyo2020 

https://t.co/JAaPnVsMMA

Foto: Dylan Martinez/Reuters https://t.co/p9TJPcdPf0"
14594813;1420698117121486848;"Graziele de Jesus foi eliminada em sua estreia na categoria até 51kg do boxe feminino. A brasileira enfrentou a japonesa Tsukimi Namiki, que venceu por decisão unânime e conquistou a vaga nas quartas #JogosOlímpicos #Tokyo2020 

https://t.co/JAaPnVsMMA"
14594813;1420697619119104001;"Seleção feminina de vôlei do Brasil encara o Japão; acompanhe as notícias de Tóquio #JogosOlímpicos #Tokyo2020 

https://t.co/QJKHhnfVYw

Foto: Valentyn Ogirenko/Reuters https://t.co/n9u34bDymx"
14594813;1420695759754772481;".@TurmadaMonica homenageia @mayraaguiarjudo por medalha de bronze  #JogosOlimpicos #Tokyo2020 

https://t.co/AK4OE2dppJ"
14594813;1420691447158820868;"Nadadora brasileira Viviane Jungblut chegou em terceiro lugar na primeira eliminatória dos 800 m livre #JogosOlimpicos #Tokyo2020 

https://t.co/CEobLyGJfc

Foto: Stefan Wermuth/Folhapress https://t.co/MqhhoWeRGG"
14594813;1420687807668965378;Borba Gato não foi caçador de índios, queimaram a estátua errada, diz Eduardo Bueno https://t.co/43pFcWiJ0B
14594813;1420687554194681860;Mariana Ximenes fala sobre viver amante de Pedro 2º: 'Mulher impressionante' https://t.co/YXccyOjCau
14594813;1420685792935088132;"Tóquio bate recorde de novos casos de Covid pelo 3º dia seguido. Foram registrados 3.865 ocorrências em 24 horas, 1.886 a mais que o visto exatamente uma semana atrás #JogosOlimpicos #Tokyo2020 #pandemia #COVID19 
https://t.co/IVDkmM2qna
Foto: @LeandroColon /Folhapress https://t.co/0rGXytNlWB"
14594813;1420684787455512580;RT @LeandroColon: Sátila fica sem medalha, mas sai das Olimpíadas como 1ª brasileira finalista na canoagem. Há marcas a celebrar https://t.…
14594813;1420684641774809093;"Rebeca Andrade disputa às 7h50 final na ginástica artística #JogosOlimpicos #Tokyo2020 

https://t.co/hqwSRBrImP 

https://t.co/oqVM2EdL4t"
14594813;1420683542393151492;"Mas não deu para a brasileira: Ane Marcelle é eliminada por sul-coreana no tiro com arco #JogosOlimpicos #Tokyo2020 

https://t.co/Lwe9al3Mqp

Foto: Clodagh Kilcoyne/Reuters https://t.co/W0YWxrMpz1"
14594813;1420681698845540354;"Brasileira Ane Marcelle bate mexicana e avança no tiro com arco #JogosOlimpicos #Tokyo2020 

https://t.co/vDp7GKfA17

Foto: Clodagh Kilcoyne/Reuters https://t.co/NGcTuozvwI"
14594813;1420681011961159680;Destaques da madrugada: Medalha de bronze no judô e história na canoagem https://t.co/N1y2EESmBN
14594813;1420679000272277510;Mayra Aguiar leva o bronze no judô e faz história ao conquistar 3ª medalha em Olimpíadas https://t.co/AsQSQREAsp
14594813;1420678026006876162;"MEDALHA PRO BRASIL! Mayra Aguiar leva o bronze no judô e faz história ao conquistar 3ª medalha em Olimpíadas; judoca gaúcha supera 16 meses sem lutar para garantir o pódio da categoria até 78 kg #JogosOlimpicos #Tokyo2020 

https://t.co/AsQSQREAsp"
14594813;1420671498382159876;"Ana Sátila fica sem medalha, mas sai das Olimpíadas como 1ª brasileira finalista na canoagem; atleta mineira diz que sabe da importância de seu feito, apesar de estar decepcionada com resultado
#JogosOlimpicos #Tokyo2020 

https://t.co/WRGSUm7MSJ"
14594813;1420670691737747457;Sátila fica sem medalha, mas sai das Olimpíadas como 1ª brasileira finalista na canoagem https://t.co/WRGSUm7MSJ
14594813;1420670487160623104;"Bom dia, esta é a capa da #folha desta quinta (29). Acesse https://t.co/OUrEFevL3e para ler mais. 
#fsp #folhadespaulo https://t.co/OzehyV990u"
14594813;1420668213747146753;"As Yaras, seleção brasileira feminina de rúgbi de 7, foram derrotadas por 40 a 5 pela seleção da França #JogosOlimpicos #Tokyo2020 
https://t.co/gomJb96XQv https://t.co/kziBIn1vMD"
14594813;1420662371866009600;"Hebert Conceição estreia com vitória e avança às quartas no boxe #JogosOlimpicos #Tokyo2020 

https://t.co/MkpoyD672I"
14594813;1420662368460283904;"Mayra Aguiar vence russa e está a uma luta do bronze no judô #JogosOlimpicos #Tokyo2020 

https://t.co/iv8yqIYjUM https://t.co/O1hMFOVCyr"
14594813;1420657355151269891;"O que a decisão de Simone Biles ensina sobre a coragem de desistir; ouça podcast https://t.co/x5F0GvWEVg"
14594813;1420647860480135168;"Ana Sátila chega à final, mas não consegue pódio na canoagem slalom #JogosOlimpicos #Tokyo2020 

https://t.co/7ZcritcHUC

Foto: Yara Nardi/Reuters https://t.co/neiC5Zf2Uh"
14594813;1420642338507051008;"PRIMEIRA MEDALHA | Atiradora de San Marino conquista a primeira medalha olímpica da história do país

Alessandra Perilli conquistou a medalha de bronze na fossa olímpica, em momento histórico para San Marino

Acompanhe em https://t.co/f1qAxCLGhy

https://t.co/yrS0VybGTP"
14594813;1420628559723470849;"Correção: Ana Sátila não recebeu punição. Ela vai para a final com tempo de 114.27 segundos. 

A final é daqui a pouco, às 3:55 (de Brasília). Não durma ainda! 🦉

Leia mais em https://t.co/dJfq7KliHz"
14594813;1420625304415051779;RT @LeandroColon: Conversei com Ana Sátila no dia 11. Depois da estreia em Londres e erro no Rio, ela diz que nunca esteve tão pronta para…
14594813;1420624841699430400;"BRASIL NA FINAL | Ana Sátila avança à final na canoagem slalom

Ana sofreu uma penalidade de 4 segundos, mas o bom desempenho na prova compensou a punição

📸: Stoyan Nenov/Reuters

A final é logo mais, às 3:55 (de Brasília). Acompanhe em https://t.co/dJfq7KliHz https://t.co/L9GAKhoHw5"
14594813;1420623370710921216;"Americano Sam Kendricks tem teste positivo de Covid e está fora das Olimpíadas de Tóquio

Rival de peso do brasileiro Thiago Braz no salto com vara, Kendricks foi bronze nos Jogos do Rio-2016

📸: Andy Lions/AFP

Leia mais: https://t.co/exI19eiHsA https://t.co/zArSHGRkh3"
14594813;1420618876077891586;"Ana Sátila se prepara para semifinal na canoagem slalom

🛶🛶🛶

Acompanhe em https://t.co/hqwSRBrImP

https://t.co/Puh7qgyW70"
14594813;1420608096511086595;RT @alexsabino: Mais ágil e com maior rival não mais imbatível, Baby mira terceira medalha https://t.co/zI5ZgJ6ixn
14594813;1420607791920734208;"Judoca Mayra Aguiar perde para alemã e disputará repescagem

Mayra foi derrotada após 3 minutos e 47 segundos de tempo extra. Ela agora vai disputar a repescagem a partir das 5h, e ainda pode conquistar o bronze

📸: Sergio Perez/Reuters

Acompanhe:
https://t.co/ZFy7Anpzx0 https://t.co/ayNyvTR31t"
14594813;1420605011474755586;'Se Joga' sai do ar em setembro, mas pode voltar em 2022 https://t.co/ylqeNJIvzB
14594813;1420602494976237568;"Italo Ferreira viu com naturalidade as notas recebidas por Gabriel Medina e Kanoa Igarashi em uma das baterias semifinais do surfe nas Olimpíadas de Tóquio. Leia em https://t.co/vzorQ7UgVv

📷 Jonne Roriz/COB https://t.co/a7ddZ1FKLG"
14594813;1420599727440150528;Mais ágil e com maior rival não mais imbatível, Baby mira terceira medalha https://t.co/tjYq6DRMRa
14594813;1420597513548075013;"PEDALA, RENATO | Renato Rezende avança para a semifinal no ciclismo BMX 🚴‍♂️🚴‍♂️🚴‍♂️

O brasileiro terminou sua bateria na terceira colocação e vai disputar a próxima fase nesta sexta-feira (30)

📸: Matthew Childs/Reuters

Saiba mais sobre a prova em https://t.co/d73ns66kLP https://t.co/4ME7RJzmXt"
14594813;1420597357687754755;"SAÚDE MENTAL I Após desistir da final do individual geral nas Olimpíadas desta quinta (29), a ginasta Simone Biles agradeceu, por meio das redes sociais, ao apoio que recebeu. Leia em https://t.co/QUZEyACSEo #tokyo2020 #JogosOlimpicos

📷 Cao Can/Xinhua https://t.co/XfdSvBpTyf"
14594813;1420595348007964676;"A GOLEIRA JOGOU MUITO | Brasil perde a primeira no handebol feminino

O Brasil foi derrotado pela Espanha por 27 a 23. A seleção chegou a diminuir a diferença para um gol, mas parou em grande atuação da goleira Navarra

📸: Susana Vera/Reuters

Leia mais:
https://t.co/X1nWsKekKD https://t.co/OOGcuwSFhA"
14594813;1420594692635467779;Arthur do Val faz convite público para que Vinicius Poit seja seu vice em campanha ao governo de SP https://t.co/ZiVqLYbh42
14594813;1420593034560000000;"40 SEGUNDOS | Judoca Mayra Aguiar vence por ippon e está nas quartas de final

Na sequência, a brasileira enfrentará a alemã Anna-Maria Wagner. Esta é a quarta participação de Mayra em Olimpíadas. 

Acompanhe suas próximas lutas em
https://t.co/vqEOjwuaRH"
14594813;1420587644686319618;Pfizer aumenta previsão de vendas da vacina anti-Covid para US$ 33 bilhões https://t.co/7XvZGmySZ3
14594813;1420587556949868545;"Simone Biles agradece apoio que recebeu após desistir de final em Tóquio:

""O amor e apoio transbordante que recebi me fez perceber que eu sou mais do que as minhas conquistas e que a ginástica, algo em que eu nunca tinha acreditado de verdade antes""

https://t.co/YJaFrwIbbz"
14594813;1420584877456506885;Predadores da liberdade https://t.co/EzWnekTUjs
14594813;1420580852807966721;Bolsonaro é cobrado por aliados para fazer última mudança e tirar Ricardo Barros da liderança do governo https://t.co/b7JFvzRvy2
14594813;1420580671966306308;"Americano vence a final dos 100 m da natação, mas recorde mundial de Cesar Cielo sobrevive 🇧🇷

Caeleb Dressel conquistou ouro, com o tempo de 47s02. Em 2009, Cielo nadou a distância em 46s91, no Mundial de Roma.

📸: Eduardo Knapp/Folhapress

Leia mais: 
https://t.co/ga3OI1xpe7 https://t.co/7P2zBPV6gl"
14594813;1420579862436270084;É ok não estar ok | Saída da americana Simone Biles e lesões da brasileira Rebeca Andrade escancaram desafio mental e físico da ginástica https://t.co/LAxXPr5nCJ https://t.co/bpVpS4e57o
14594813;1420578843992133636;"NO ÚLTIMO MINUTO | Judoca brasileiro Rafael Buzacarini é eliminado na estreia

Buzacarini perdeu sua luta de estreia em Tóquio. Ele sofreu um waza-ari no minuto final do combate e não conseguiu reagir a tempo. 

📸: Annegret Hilse/Reuters

Mais em https://t.co/Y8O1TbMfve https://t.co/VIFGaIghkX"
14594813;1420576930366164992;"Chinesa bate recorde olímpico e conquista o ouro nos 200 m borboleta 🏊‍♀️🦋

Com o tempo de 2m03s86, a nadadora Yufei Zhang bateu o recorde olímpico dos 200 m borboleta, levando mais uma medalha de ouro para a China

📸: Kai Pfaffenbach/Reuters

Acompanhe: https://t.co/70vEmtC83w https://t.co/gn9osbWfgM"
14594813;1420576824271200256;São Paulo reage após goleada e abre boa vantagem contra o Vasco na Copa do Brasil https://t.co/9wXuAUSCiY
14594813;1420576572747169794;Relator da 1ª fase da reforma tributária prevê flexibilização de alíquota https://t.co/fqnu7ZJo1t
14594813;1420576322011676675;Receita de organização de saúde que Witzel acusou na CPI saltou cinquenta vezes em um ano https://t.co/X3fghFu2a1
14594813;1420576068654743553;Governo pretende criar vale-gás para evitar intervenção no mercado e conter queda de popularidade https://t.co/OX4lP4V8TO
14594813;1420575817910870017;'Forças Armadas apoiariam Bolsonaro ou Mourão?', questiona leitor https://t.co/KFkah5Q2RW
14594813;1420575566521065474;Coaf cria equipe para atuar contra ataques cibernéticos e roubo de dados sigilosos https://t.co/kDaMFlD0aA
14594813;1420575314489532418;'Cidadãos não sabem para que serve comunidade de países de língua portuguesa', diz secretário-geral https://t.co/xIIuVH5GqB
14594813;1420575064186052609;Ciro Nogueira assume coordenação do Planalto na CPI e busca aproximação com senadores independentes https://t.co/7r7i6k5un8
14594813;1420574813773520899;Secom de Bolsonaro diz que homenagem a agricultores usando homem com arma foi tirada de contexto https://t.co/7mZqxYaKfD
14594813;1420574558793474048;PF gravou depoimento de Luis Miranda em inquérito que apura prevaricação de Jair Bolsonaro https://t.co/NsiPzL0Lb4
14594813;1420574308578037762;Entenda por que a geada tira o sono dos agricultores https://t.co/mC6XwT97oX
14594813;1420574055426625537;Facebook anuncia desaceleração 'significativa' no crescimento da receita https://t.co/d5t4fOmG90
14594813;1420573913805897732;"Brasileiro Lucas Verthein fica fora da decisão no remo single skiff 🛶🛶🛶

O atleta ficou em quinto lugar em sua bateria semifinal, duas posições atrás da necessária para avançar à decisão.

https://t.co/7dBWPW7b1L

Acompanhe em https://t.co/hqwSRBrImP"
14594813;1420573805815214081;Promotora diz que homem que ameaçou Lula com uma arma se comoveu com polarização do país https://t.co/mi4KVyETXW
14594813;1420573551787225088;Eleições no Brasil acumulam polêmicas e suspeitas de fraudes antes da urna eletrônica https://t.co/3xheiWE4Ta
14594813;1420573300321931265;Onyx quer acelerar mudanças em legislação trabalhista para economia digital https://t.co/Ba0Vziu11o
14594813;1420573050077077512;Demora de Bolsonaro em reagir à crise energética faz indústria adotar plano de Temer de desconto na conta de luz https://t.co/x1xnuXqm6J
14594813;1420572797416443908;'Veneza', novo filme de Miguel Falabella com Dira Paes, chega ao sob demanda https://t.co/wvxveRUYK4
14594813;1420572546370527235;Ministério da Saúde pode fechar compra de R$ 15,7 milhões com empresa alvo da CPI da Covid https://t.co/MRVBwGf4OF
14594813;1420572295102439425;Ministros de Bolsonaro queriam afastar 'incendiário' Onyx do presidente https://t.co/prcjdA7K5b
14594813;1420572044459139073;Bolsonaro também dará medalha Oswaldo Cruz a chefe de gabinete https://t.co/dzwOFO5o3b
14594813;1420571793446903812;Hesitação vacinal https://t.co/kNgeaoYAIi
14594813;1420571539167186949;Decreto da Rouanet eleva disputa entre Mario Frias e Governo de SP https://t.co/fDMC6fJBEG
14594813;1420571508385144833;A Folha realiza, nesta quinta (29), o seminário Cibersegurança: oportunidades e desafios, evento que reúne especialistas para discutir sobre proteção de dados e o papel da tecnologia na prevenção de invasões aos sistemas de empresas e governos. Saiba mais: https://t.co/prw3DnggV9
14594813;1420571333713223680;RT @mattoso_camila: Japonês que venceu Medina nas Olimpíadas é fluente em português e fã de açaí https://t.co/UHTqHZOEOV
14594813;1420571290709250051;Olímpia quer reter visitantes com 'atrações secas' além dos parques aquáticos https://t.co/TKfW478Zb9
14594813;1420571040300900355;'Dias de descanso, desconexão e alegrias', posta Astrid Fontenelle https://t.co/wo3dwUOxyk
14594813;1420570785513713671;Decreto da Rouanet foi tratado em gabinete de Mario Frias, sem participação de técnicos https://t.co/mU00LiiFqX
14594813;1420570532026724353;Partido do Governo https://t.co/WfhDEkKJ6D
14594813;1420570281760985088;1921: Hermes da Fonseca mostra intenção de disputar eleição para presidente https://t.co/MZgNpAL7jW
14594813;1420569407726751756;"CANSOU | Italo se irrita com insistência de perguntas sobre Medina e diz que daria 9,5 a Igarashi

""O surfe é subjetivo, e o Kanoa fez uma manobra que não fez em quase toda a vida dele"", disse o medalhista de ouro do Brasil

📸: Jonne Roriz/COB

Leia mais: https://t.co/xYjzCuS6gs https://t.co/qjQXmGuzMJ"
14594813;1420566951076712452;"RECORDE EM TÓQUIO | Australiano bate recorde olímpico nos 200 m peito

O nadador Izaac Stubblety-Cook foi o responsável pelo feito, conquistando o ouro dos 200 m peito com o tempo de 2min06s38.

📸: Molly Darlington/Reuters

Acompanhe: 
https://t.co/5KUGg3tuQY https://t.co/VjvoHPdEhy"
14594813;1420565319723200512;RT @LeandroColon: Dia de visita ao Sensoji. Com pandemia, templo mais antigo de Tóquio, que recebe 30 milhões por ano, barra visita, mas ma…
14594813;1420564807112142848;RT @Emmendoerfer: Nippon Budokan se prepara para mais um dia de competições no judô. O Brasil terá seu principal nome em Tóquio, Mayra Agui…
14594813;1420563443040595969;"8º nos 800 | Brasileiro Guilherme Costa termina em último nos 800 m livre 🏊‍♂️

O nadador teve um início razoável, mas perdeu força próximo da metade da prova e terminou em oitavo lugar

📸: Kai Pfaffenbach/Reuters

Saiba mais em https://t.co/CMbEiqt4j1 https://t.co/L7wLb0Qawe"
14594813;1420562982023671810;Reitores bolsonaristas dizem que não são acolhidos e deixam entidade de dirigentes https://t.co/iWMbWUEZjy
14594813;1420562469693628416;"Adriano Imperador apoia decisão de Simone Biles de abandonar final olímpica

""Sei exatamente o que está passando, não deixe as pessoas te crucificarem. Seja feliz e cuide da cabeça!"", disse o ex-jogador em post no Instagram

📸: Divulgação

Veja mais: 
https://t.co/FwvB5DU6ZD https://t.co/UKjny1spj8"
14594813;1420559952591130624;"Brasil perde para o Canadá na estreia do rúgbi de 7

A seleção volta a jogar às 5h (de Brasília) desta quinta-feira (29), contra a França.

📸: Siphiwe Sibeko/Reuters

Acompanhe: 
https://t.co/QTowhdHx8M https://t.co/A8LVxUcpA6"
14594813;1420556946000683009;Goleira Bárbara bate boca com atleta paraolímpica e cria polêmica na web https://t.co/yFwCo1VnF5
14594813;1420556695231733763;Em São Paulo, voluntários se mobilizam para proteger população em situação de rua do frio https://t.co/DcQnhxXzFs
14594813;1420555433983479812;Biles domina o novo movimento de uma estrela: mostrar vulnerabilidade https://t.co/469PMIxUFi
14594813;1420553734627672064;"Helio Beltrão | 50 anos do colapso do sistema monetário internacional de Bretton Woods; com dívida explosiva, sistema monetário dá sinais de esgotamento (@heliobeltrao) 

https://t.co/E6V0Jgx0Id"
14594813;1420553525814308865;"RT @annavirginia: Pelas próximas duas semanas, estou na equipe de Esporte da @folha, ajudando a editar a cobertura olímpica. 

Hoje teve ta…"
14594813;1420550894035382273;"Sérgio Rodrigues | Palavras em disputa; Olimpíada é o intervalo entre os Jogos ou só outro nome que eles têm? (@sergiotodoprosa)
https://t.co/M71e2KDA8a"
14594813;1420549635018473478;"Medicamentos de Cannabis ficam cada vez mais específicos; leia mais no blog Cannabis Inc (@valeriafranca8)
https://t.co/JUH5szuoPq"
14594813;1420548376890810369;"Tribunal lança aplicativo para consulta sobre a proteção de dados pessoais; leia mais no blog de Frederico Vasconcelos (@blogdofred_)
https://t.co/rbaM0XZP2X"
14594813;1420548340903776263;"Nos esportes coletivos, após ótima vitória sobre a Hungria, a seleção feminina de handebol busca novo triunfo, contra a Espanha 🤾‍♀️. Já a equipe feminina de rúgbi enfrenta a França. Fique de olho para não perder nenhum resultado:

https://t.co/8rjqKMumYZ"
14594813;1420548337703522304;"A jornada tem ainda Anne Marcelle nas eliminatórias do tiro com arco. E o terceiro colocado na classificação geral da classe Laser, Robert Scheidt volta ao mar para disputar novas regatas ⛵️🇧🇷 #Tokyo2020 

📸 Peter Parks/AFP https://t.co/ScVCIP9ECk"
14594813;1420547631126880256;Camaronês que não sabia cozinhar faz sucesso com restaurante em São Paulo https://t.co/xcPKCxhnzu
14594813;1420547118658330632;"Drauzio Varella | O que acontecerá no Brasil quando a variante delta se espalhar pelo país inteiro? Olhando para os índices de EUA e Reino Unido, não é difícil concluir a chegada de uma nova onda entre nós 
https://t.co/tHLB3KrcdM"
14594813;1420546517912391686;"Já Rebeca Andrade espera cumprir um bom papel na final feminina individual geral da ginástica artística. Sem a concorrência da norte-americana Simone Biles, a paulista sonha com o ouro (e nós também!) 🥇🇧🇷🤸‍♀️

📸 Lindsey Wasson/Reuters https://t.co/h5FQlRyNCK"
14594813;1420545862120493057;"Martin Wolf | Por que o risco coletivo deve ser elemento central nas pensões; fundos grandes e diversificados de CDC permitirão que as gerações protejam umas às outras 
https://t.co/KI8Si49V7Q"
14594813;1420545477154643971;"Também querem o pódio Laura Pigossi e Luisa Stefani. As brasileiras vão enfrentar as suíças Belinda Bencic e Viktoija Golubi por uma vaga na decisão do torneio de duplas feminino de tênis. Estaremos torcendo! 🎾🇧🇷 #JogosOlimpicos #Tokyo2020 

📸 Piroschka Van De Wouw/Reuters https://t.co/FukNj9Dz9n"
14594813;1420544601891483648;"Flávia Boggio | Em vez de tirar o atraso, uma costela quebrada e a vida sexual escancarada; mirei a Daiane dos Santos, acertei no Mr. Bean e acabei dando uma joelhada no meu marido (@flaviaboggio)
https://t.co/oNx1lUDY5N"
14594813;1420544437105614854;No judô, Mayra Aguiar e Rafael Buzacarini lutam nas eliminatórias e esperam avançar até os combates decisivos #JogosOlimpicos #Tokyo2020 https://t.co/3xvBCAShOE
14594813;1420544433859268611;"E tem chance de medalha! Após a medalha de bronze de Fernando Scheffer, a natação traz nova esperança de pódio para o Brasil. Guilherme Costa está na final dos 800 m livre. Boa sorte! #JogosOlimpicos #Tokyo2020 

Foto: Marko Djurica/Reuters https://t.co/vK6XHItyUi"
14594813;1420543343847780353;"Lúcia Guimarães | Policiais torturados na invasão do Capitólio cobram punição para o mandante da ação; audiência no Congresso ilustra o grau de ódio que uma expressiva minoria de americanos sente pelo resto da população (@luciaguimaraes)
https://t.co/nKPqce6G3o"
